Prompt,Chosen,Chosen_Likes,Chosen_Time,Chosen_CustomMetric,Reject,Reject_Likes,Reject_Time,Reject_CustomMetric
主播是日本人吗？主播是你爹！【七海Nana7mi】,这个回答其实挺聪明的，尤其是跟鲶鱼一对比,67.0,1694615992.0,-174.37952888358834,怎么这个主播又在骂人啊👁️,0.0,1687484620.0,-312.69324888358835
我是如何 因看vtb毁掉自己的人生？,能因为看v被毁的人生也没什么被拯救的价值吧。,164.0,1674193355.0,-281.60589888358834,😍好耶！又见到我的猫雷了！ ☺️虽然猫雷对袅袅露开始有点爱搭不理，但是只要猫雷开始直播，一切都会好起来的！ 😋这次一定要跟雷雷公主告白！让猫雷知道我的心意！ 😆猫雷这种卡哇伊樱花妹，大和抚子一样的女人，一定会被我狂热的追求弄得羞红了脸吧！我已经在幻想猫雷穿上白无垢的绝美模样了！ 😌...... 😐可是，为什么那么久都没有联系呢？好几天了，动态也不发，消息也不回，雷雷原来那么忙啊，我想雷雷再怎么忙，心里肯定也是想着她最爱的喵喵露的吧...... 😟...... 😥难道....难道真的和他们说的一样......是在外面有人了吗？.......是矢田社长吗？....那该死的老东西，不就是有俩个臭钱....有什么了不起的... 😣....... 😢...不是这样的...骗人的吧....不是这样的对吗猫雷？.....开什么玩笑....猫雷最爱的不是喵喵露吗？....为什么会这样？.....我多打几份工挣钱就好了啊，我哪里比那个老家伙差了.... 😭....... 😭😭猫雷我求求你了，你回来好吗？ 😭😭😭矢田我求求你了，你别碰她，你给我拿出来！呜呜呜....我..我还要跟猫雷结婚的啊😭,9.0,1675067299.0,-427.86645888358834
主 播 哪 国 人,坏了，我会说英文，难不成我是大不列颠正米字旗黄种人[喜欢],25.0,1675077420.0,-411.76524888358836,华裔马来西亚日本人是吧😄,267.0,1624842875.0,-672.1106988835884
永雏塔菲逆天叫声，进来看看满意了,不是，感觉就是老头👴🏻发力了，趁着有恐怖氛围赶忙叫几声不然绷不住了的感觉。,4934.0,1705225113.0,4798.7116811164115,麦吟女[给心心][给心心][给心心]@我永远喜欢你伊蕾娜 @爱困不鹿人,2.0,1710611774.0,-79.42170888358832
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,"点击视频😄让我看看又是哪位病人
播放开始🤔这…………
视频结束😭质量太高了，我真的哭死",9401.0,1632085739.0,8534.317941116411,我也刚看完交响乐，哈哈哈[嘉然_剪刀手][嘉然_剪刀手][嘉然_剪刀手],110.0,1642237222.0,-655.1672288835883
二次元也要大摆锤,释放自我！,706.0,1648354086.0,2.0014111164116457,🎧,52.0,1649674195.0,-638.7974988835883
【锐评】这V的片，不切也罢,我自己都觉得我自己的录播是依托答辩，我就不祸害别人了，我自己擦我自己擦乌乌[最终幻想14_大哭],179.0,1672750072.0,-281.03872888358836,也别劝老哥当v了 虽然他真的挺有趣[妙啊]太多人想当v 门槛又低 这挣v的钱真比当v挣钱实在,41.0,1672711466.0,-419.4247888835883
【原创音乐】《超级敏感》A-SOUL全新团曲MV,"哈哈，😄大家又聊了这么多啊。刚刚
在马路上看新MV被卡车撞飞了，现在才醒。我寄吧谁呀?😅",5875.0,1619792054.0,4885.381091116412,顶着验证码冲浪有点影响我的攻速了😅,1264.0,1619767400.0,274.13455111641156
当发病评论被然然念出来...嘿嘿嘿🥵嘉然大人🥵嘿嘿嘿🤤然然🤤【直播切片】,00001号病人，放风时间到了[嘉然_安详][嘉然_安详],5309.0,1628174038.0,4403.200931116412,能把昨天直播然然唱歌的片段剪一下么，我觉得那段还不错[嘉然_笔芯][嘉然_笔芯][嘉然_笔芯],33.0,1628206862.0,-872.4708288835884
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,真都手点的吗？不是什么代码吗？,3762.0,1632149904.0,2895.9595911164115,"然然:“请问导演，你给我在这部电影里安排了什么戏，可以透露一下吗？”
导演：“重头戏。”",217.0,1632125317.0,-649.2862788835884
永雏塔菲逆天叫声，进来看看满意了,有急用，就拿这个吧[喜欢],266.0,1705228496.0,130.74551111641168,，@想祈你 时间紧任务重，现这个了,2.0,1708085313.0,-104.68631888358831
《嘉然为什么是神》,"这下真是圣嘉然了
自己在受难却还要安慰🐀",37.0,1652381886.0,-626.7205888835883,https://www.bilibili.com/video/BV1j64y1B7xf,10.0,1627610643.0,-901.4330188835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,笑点解析：把SC还给我,7.0,1708337932.0,-97.16012888358833,誰把配咒術那個放上來,4.0,1706466646.0,-118.87298888358832
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,然然今天马上百万粉丝了！希望喜欢这个视频的小伙伴能够去关注一下@嘉然今天吃什么 谢谢！！！ [给心心][给心心][给心心][给心心][给心心] ,7285.0,1632199423.0,6419.454781116412,"有一说一，我觉得嘉心糖们以及大司马的男童粉丝堪称当代两大行为艺术家群体[笑哭]
我看不懂，但我大受震撼",196.0,1632145892.0,-670.0805288835884
《废物虚拟主播的五大特征》,最牛的是时间留的刚刚好，完美衔接,3.0,1710645523.0,-78.08421888358832,我已经刷到好几次这视频了，看一次笑一次，每次都笑到不行,2.0,1669822874.0,-487.31070888358835
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,路人吃瓜，有人能十个字概述一下过程吗,22.0,1706514335.0,-100.39609888358832,"我还说怎么突然又火了。结果一看时间是今年的。。。？哈？
然后突然想起他两结婚了。[大笑][大笑][大笑][大笑]",3.0,1706551143.0,-119.02801888358832
深情朗诵《嘉然小姐的狗》,你也给自己整个皮套吧，说不定能恰饱饱,1269.0,1613470824.0,216.1687911164115,"嘉然小姐好想做我的狗啊
可是我跟嘉然小姐说我不喜欢猫，她哭了
我也不知道既不喜欢狗又不喜欢猫的她为什么要哭，因为我其实只喜欢老鼠
嘉然小姐从没奢望能让我喜欢上她，她明白的，所有人都喜欢可爱温柔听话懂事的萌萌的鼠鼠，没有人会喜欢挠人带虫的猫咪
但嘉然小姐还是问了我：“我可不可以做你的狗”
嘉然小姐知道自己是注定做不了狗的。但如果我喜欢狗，她就可以一直陪在我身边看着我了，哪怕我掌心上捧着的永远是鼠鼠
可是她知道我喜欢的是鼠鼠。
我现在还在看着她，还在逗她开心，是因为鼠鼠还没有出现，只有她这只猫每天蹑手蹑脚的从窝里钻出来，远远地和我对视
等我喜欢的鼠鼠到货了，她就该重新开始摆烂收租了吧
但是她还是好喜欢我，她在想，我能在鼠鼠还没到货之前多看她几眼吗？
我说过，接下来的每个圣诞夜都要和大家一起过。嘉然小姐不知道这里的“大家”指哪些人，她好希望这个集合能对她进行一次胞吞
鼠鼠还在害怕我，嘉然小姐会去把我喜欢的鼠鼠引来的
她知道稍有不慎，就会被咬的鼻青脸肿、伤口溃破。到那时，我大概会把嘉然小姐的身体好好地装起来扔到门口吧
那样她自己就真成了“猫中毒”吧，嘻嘻
她希望我能把她扔的近一点，因为她还是好喜欢我，会一直喜欢下去的
嘉然小姐透过窗户向里面看去，挂着的风铃在轻轻鸣响，我慵懒地靠在沙发上，吃剩下一半的鼠肉干放在手上，壁炉的火光照亮烟囱里正在熏制的鼠肉干，屋内的空气很燥热，嘉然小姐的心脏在风里微微发凉
“妈耶，还好run的早嘢”，嘉然小姐说道",44.0,1622087906.0,-922.6603888835884
嘉然我真的好喜欢你啊😭😭😭,我直接再溜亿遍[给心心],1061.0,1620891803.0,82.37858111641162,"嘉然的脚小小的香香的,虽然不像鸡腿那样吃的爽快,但有一种独特的爽脆的口感,嘉然的小脚光滑细腻，凌莹剔透,看得见琥珀色之下透露出的肥美胶原蛋白，还有指爪之间诱人的汁水。再酸辣脆爽无骨嘉爪也是不敢乱吃的，轻轻闻一闻，就竭力遏制住自己吞咽口水🤤🤤，嘉然的小脚是一把钥匙，轻轻把握它就能打开去a美食界的大门",19.0,1628819517.0,-880.3442788835883
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"嘉然小姐是个可爱的小姑娘，在春日的暖阳里，在斑驳的树影下，她的歌声响彻枝江。
可嘉然小姐总觉得心里空落落的。
山上智慧的羊驼告诉她，“你应该去寻找一份爱情。”
嘉然小姐不知道爱是什么。
直到她看见了一个美丽的姑娘。
她有着像云彩一样雪白的发丝。
爱，应该就是像云一样捉摸不定的吧？
“你能教教我什么是爱么？”
嘉然小姐捏着裙角小声道。
“对不起。”姑娘摇摇头，“我不喜欢只会撒娇的小孩子。”
嘉然小姐低着头离开了。
她踢着路上的石子，突然听见了一阵清脆的笑声。
有这么欢快笑声的女孩子，一定懂得什么是爱吧？
她寻着笑声的来源，这是一位紫色头发的姑娘。
“你能告诉我什么是爱么？”
“抱歉。”姑娘冷漠地说到，“我不与矮子分享爱情。”
嘉然小姐垂头丧气地离开了。
在街角的长椅上，她遇到了一位眼神哀伤的女孩。
“你也在寻找爱情吗？”嘉然小姐问。
“不。”女孩抬起头，水一样的眸子望向远方，“我在等我的爱人归来。”
原来她在等迷失的爱情。
可是我的爱又在哪儿呢？
嘉然小姐找啊找，直到天黑了，她手里的篮子还是空空如也。
在霓虹照不到的地方，她靠在墙角，偷偷抹着眼泪。
“亲爱的小姐，你为何在哭泣？”
嘉然小姐听见了一阵吱吱的声响。
“是谁？”
嘉然小姐低下头去，一只皮毛黝黑的老鼠正仰头地看着她。
“能告诉我，你为何落泪吗？”
“我想要一份爱情。”嘉然小姐抽噎着，“可是总也找不到。”
“原来是这样，如果不嫌弃，可否听听我的回答呢？”
嘉然小姐点点头。
“亲爱的小姐，请你放下手来。”
老鼠擦擦身子，爬上了嘉然小姐的手掌。
“亲爱的小姐，你感受到了什么？”
“嗯……”嘉然小姐不确定的说，“我想……我想我感受到了。”
“是什么？”
“是温暖？”
“是的。”老鼠的眼神越发柔和了，“爱是温暖的，亲爱的小姐，就像我身体的滚烫的血液，每次途经我的心脏时，都会令它更加温暖，迸发出更加强大的力量。”
“当你感受到足以让你抑制不住激烈的心跳的温暖时，那你就找到了真正的爱。”
“我想我知道了。”嘉然小姐莞尔一笑，“谢谢你，老鼠先生。”
嘉然小姐欢快地唱着歌走出了阴影的角落。
黝黑的老鼠望着她的背影消失在人海茫茫中，终于不再驻足于此，转身钻进了垃圾堆里。
它咬着发臭的苹果核，方才女孩掌心的温暖被缓缓抽离。
它感受着逐渐平静下来的心跳，满是污油的脸上依旧挂着掩饰不住的笑意。
（原偷，再偷必究）",1034.0,1625217694.0,98.63749111641164,到底发生甚么事了，明明都是中文，可我却横竖看不懂，流汗黄豆有多，我现在搞的好乱[捂脸]我果然适合看日文，要是能移民日本天天和日本小姐姐贴贴就好了,191.0,1625275148.0,-743.7879688835884
永雏塔菲逆天叫声，进来看看满意了,里了,1.0,1718423409.0,-2.3053588835883145,立立也挺好的喵,17.0,1705128294.0,-119.25650888358834
【翻唱】《猫中毒》完整版PV/嘉然,第一天的播放等于总播放，量力而行是指能看200遍努努力看300遍，收藏对然然发展很重要，要是耽误了发展你自己想想,1669.0,1617338834.0,654.8488911164116,"一日，阿梓、新月岚、nanami和她们的粉丝坐在飞机上，飞机出现了故障，必须有人跳下去才能减轻负重继续飞行。
小孩梓哭着对阿梓说:“我只是个路人，我不想死”
阿梓说：“你们要是人人给我上个总督咱能坐这破飞机吗”说完，小孩梓极不情愿地跳了下去。
新月岚打开拉门，一声“v8，糙尼嘛”纵身一跃跳了下去
轮到脆脆鲨了，他们大喊：“海子姐我们永远爱你”，说完就把nanami踹了下去。",183.0,1617593397.0,-828.6054788835884
【翻唱】《猫中毒》完整版PV/嘉然,嘉然评论区特色，因为没有拉黑也没有控评，这边评论区都很自由，再加上历史原因所以粉丝成分比较杂罢了，没事正常看主播就行了。喜欢发病有人陪你发病，正常说话也能得到正常回复，关注一下吧真的很不错的一个vup,5751.0,1617351281.0,4736.973361116412,嘉人们快来看看枝大最新科研成果吧[给心心]cv10612124,858.0,1617602170.0,-153.5177488835884
快速盘点2021各大Vtuber！,阴一V：@墨茶Official,14.0,1640944280.0,-764.0966488835884,整的挺好，给你个踩,3.0,1635829044.0,-826.2490088835884
勾罕见，今天就是你的死期😡😡,又是一年中秋节,9.0,1662716047.0,-551.3789788835884,"抗日勋章等级展示：
特等功
@桐生可可Official
一等功
@佐久間ねむOfficial 
@東雪蓮Official 
二等功
@焼き夜鳥 
@熊野鈴谷 
@氷川真幸Official 
@蓝一叶 
@ACA在烤夜鸟 
三等功
@东倾向温 
@ハチロクo 
@夜雨Nancy 
@利维坦的魔女 
@東雪蓮敲可爱  
@と美美フェンシング",5.0,1636425583.0,-818.2836188835884
快速盘点2021各大Vtuber！,那时候爱酱官方还没有入驻B站，B站上的频道后面还有搬运两个字，QQ群里也只有十几个人。油管那边有新视频发布，就盼着群里的那几个大佬快点把视频翻译上传B站，大家都有自己生活，推迟两三天发布也是常事。一晃四五年，没想到这个群体发展的这么大了[原神_喝茶],149.0,1637981279.0,-658.7266588835884,bgm是,2.0,1638872441.0,-796.8150388835884
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"纯路人，正常人诶嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿嘿
然然🤤🤤🤤🤤🤤🤤🤤🤤🤤[嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气][嘉然_锤头丧气]没有你我可怎么办啊然然，呜呜呜😭😭😭😭😭😭",330.0,1625222487.0,-605.3145788835884,"[嘉然_嘉人们]哦~拉长耳朵提高警觉[嘉然_你好]
[嘉然_流口水]神经细胞🤜🤛全面戒备
[嘉然_biu]你的电话📞绝不漏接 [嘉然_嘉油]Ring[嘉然_嘉速心动] a Ring a Ring[嘉然_嘉速心动]
[嘉然_剪刀手]💖爱的和弦铃耶~📞",82.0,1625287774.0,-852.6617088835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,刚点进来以为是核嗓,23.0,1706523999.0,-99.29945888358833,日本也要有自己的退钱哥,3.0,1706560189.0,-118.93755888358832
应约100w人气露脸！,100万了，人呢？😡,5.0,1704038116.0,-142.1582888835883,你把你自己榜一给举报了？[tv_疑问],11.0,1654138179.0,-635.1576588835884
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"很久没有关注A soul了，上次看到她们还是在跟朋友看综艺的时候，虽然我不太喜欢看综艺，但她们刚好是里面的嘉宾，所以我多看了几眼。
       3年前她们在鸟巢办第二次演唱会之后我继续活跃了一小段时间之后就走了，不是累了，也不是不喜欢了，只是把生活的重心分散到了其他地方，不过这几年的她们的团曲个人专辑我还是都买了，即使不关注了，但听说了有出新专辑的话还是会去买，然后循环一段时间。
       今天的直播跟几年前的直播比有了很多改变，最直观的是建模更精美了，动捕更流畅了，工具人几乎没有失误，运镜也很贴合她们的表演，就个人而言我还是更喜欢以前的建模，当然不是说以前的建模比现在的好看，只是我个人比较念旧罢了。
       乃琳的腰好软，今晚的那段国风舞简直像是舞蹈学院出来的一样，搭配精美的建模跟优秀的动捕，完全是令人享受的一支舞，虽然3年前就已经跳的很好了，但现在明显更厉害了，学舞的时候一定比有底子的人辛苦很多吧。
       珈乐今天的单曲很好听，虽然不是甜歌，但是那么多技巧还是运用的那么好，还是那么游刃有余，这就叫A soul vocal的含金量，不过我还是更偏爱她的 达令 跟 高跟鞋 罢了。
       晚晚今天的弹唱明明前面行云流水，但中间突然拉了一下，我在笑的时候朋友说“一看就是故意的，晚晚时不时会这样一下，像是跟顶碗人的的暗号一样”，明明，我走之前她还有那么点介意自己拉跨的，现在反而成暗号了嘛。
       然然今天表演的是她最新的单曲舞蹈吧，歌好听，舞也好看，刚刚搜了一下是上周发布的，我倒还是第一次看，罪过罪过，待会就去补个票，伟大的圣嘉然一定会原谅我的，虽然然然不太喜欢这个多年前的老梗，但让我最后再用一次吧，嘉门。
       贝拉，对最在意的人我想用最简单的表达，我还是那么喜欢你。
       今天过后我可能又会很久不关注A soul了吧，或者又会在什么地方偶然看见，总之不会刻意去关注，跟我喜欢的歌星一样，出了新歌就去听，有了新闻就看看，没有的话就好好吃饭，好好锻炼身体，好好生活。再见了。
       。。。
。。。
       。。。
。。。
        我刚刚看了一下日期，今天才21年，那我又能再喜欢她们这么久了......",275.0,1625218493.0,-660.3545188835884,补充然能量,59.0,1625496993.0,-873.5695188835884
主 播 哪 国 人,会说中文的不一定是中国人，不会说中文的一定不是中国人[OK],19.0,1663413620.0,-534.4032488835884,https://www.bilibili.com/video/BV1PP4y147yx/?spm_id_from=333.788.recommend_more_video.11,46.0,1626616391.0,-875.3755388835884
【海子姐】ybb小火车,我在《挑战七次从推荐跳转到ybb小火车》中获得了25秒68的好成绩 你也来试试吧[给心心][给心心][给心心],3828.0,1627458264.0,2915.0431911164114,"歌词全文

（吧吧吧吧吧吧吧~）
有病有病有病吧
病有病有病有吧
有有病病有病病
有病有病吧吧吧
病有病有吧吧吧
有有有有有病病
有病有病有病病
（电棍：啊——哈啊——）
有病有病有病病
（那没办法铁轨总得创死一个要不把 电棍 创死吧）
有病吧吧有病吧！",173.0,1625587691.0,-758.6625388835884
【翻唱】《猫中毒》完整版PV/嘉然,"“你对嘉然小姐的爱有多重？”
“大约300克”
“300克？你是想说人类的心脏大约是300克吗？”
“不，鼠鼠的平均大体重约是300克，因此我是全身心地爱着嘉然小姐。”[给心心][给心心]",1471.0,1617338672.0,456.84727111641155,八万播放量七千评论，结果还是19.9，一个路人没有是吧[大哭]然然我的然然,161.0,1617348755.0,-853.0518988835884
【東雪莲】说出名场面后矢口否认,说着说着还急眼了[喜极而泣],3.0,1678098193.0,-403.55751888358833,哈哈哈哈哈，想到罕小姐被呕熏熏的家伙这样抱在怀里我就忍不住大笑起来，啊好爽啊啊啊哈哈斯哈斯哈斯哈,4.0,1670110392.0,-482.43552888358835
【锐评】这V的片，不切也罢,我知道各位可能没法感受，我给你们找个近似的体验，去看三体动画，一口气看五集，好了，你能找到感觉了[doge],170.0,1672662739.0,-290.9120588835884,原来切片是花钱找人阿，我还以为都是她们自己在做[初音未来_端碗],38.0,1672722742.0,-422.3120288835884
海子姐：谢谢010的SC谢谢😨,这是彻底和现实割裂了啊,108.0,1637064588.0,-708.8935688835884,这下七海拿拿米了,0.0,1637192084.0,-815.6186088835884
【锐评】这V的片，不切也罢,难绷这个视频越听越好笑哈哈哈哈哈,824.0,1672638953.0,362.8500811164117,笑死了，最有活的是因为五个小时都没活,68.0,1672652182.0,-393.0176288835884
主 播 哪 国 人,冬雪莲为自证清白刺杀日本前首相,75.0,1657254767.0,-539.9917788835884,眠大佐是🌸妹呢[给心心][给心心][给心心],53.0,1624716821.0,-887.3712388835884
【原创音乐】《超级敏感》A-SOUL全新团曲MV,"女朋友不喜欢酒，我把酒戒了
女朋友不喜欢烟，我把烟戒了
女朋友不喜欢这首歌，我换了一个女朋友",2294.0,1619781573.0,1304.2762811164116,"我的天，这首歌
真的不错",355.0,1619863041.0,-633.9090388835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,我超，一堆老鼠里面出现了个米奇我超,3297.0,1632142402.0,2430.8845711164117,有才有德[嘉然_笔芯],175.0,1632755583.0,-684.9836188835884
【锐评】这V的片，不切也罢,五小时赚150[笑哭],6844.0,1672632263.0,6382.7831811164115,付费挨骂,38.0,1681995115.0,-329.5882988835883
海子姐：谢谢010的SC谢谢😨,@林忆宁,167.0,1637135042.0,-649.1890288835884,好冷静的捧读啊,0.0,1637437089.0,-813.1685588835884
【海子姐】ybb小火车,哪个逆天把nana7mi. com注册了链接到这儿来的？😰,219.0,1627840530.0,-690.1341488835884,为什么播放量上来的都得限啊 这是什么逻辑,37.0,1628614288.0,-864.3965688835884
【古拉】回到最初，那声“A”,@帮帮鸽,2.0,1687604692.0,-309.49252888358836,A~群青,2.0,1643132099.0,-754.2184588835884
《嘉然为什么是神》,"为什么没有大哥😡😡😡😡
大哥离开了😭😭😭😭😭😭
大哥你带我走吧 没有你我可怎么活呀😭😭😭",20.0,1652283258.0,-644.7068688835884,额……自从某社出事之后，就没正经推过V了，现在V圈都这鬼样了？,25.0,1625232500.0,-910.2144488835884
被小作文整破防的嘉然,中岛美嘉情商就低的离谱，还隔这唱呢？没看到别人哭了？,948.0,1621839423.0,-21.145218883588427,然然，我的天使😭😭😭😭,319.0,1609575020.0,-772.7892488835885
【原创音乐】《超级敏感》A-SOUL全新团曲MV,"我一直对饭圈女孩抱有偏见，直到线下活动组织，几个追星女孩帮忙张罗了无料和应援，在不熟悉的领域帮魂友们适应和科普，我发现她们中也有人友善可爱，也有人认真生活。
我一直对lol主播文化圈子抱有偏见，直到as水友赛的最后一场，选手们一边真情实感发表感言一边在弹幕里赶着去看向晚直播。
我一直对抖音等平台抱有偏见，直到我看见评论区下的阿姨粉“嘉然宝宝太可爱了”和三五年级的小孩子用《hopefuldreamer》的bgm边笑边转着圈，假装自己可以变身公主。
我也一直对我自己有偏见，认为自己是失败者，认为未来灰暗，直到紫色钻头的女孩对我说“水母也有梦想”，我看见五个女孩在乌烟瘴气的互联网中贩卖梦想和希望。
asoul让我明白，也许我应该给自己和别人一个机会。",1855.0,1619844602.0,865.9065711164116,一博粉丝来了，一个魂真不错,283.0,1619805627.0,-706.4831788835884
嘉然我真的好喜欢你啊😭😭😭,刚好播放破千万捏[脱单doge],327.0,1675247707.0,-108.06237888358834,寄了 现在每天就在这个b视频和双向奔赴版本来回听几十遍,28.0,1626872999.0,-890.8094588835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,B站搜索mafumafu前往动态评论区可见性别转换版本,28.0,1706491222.0,-94.62722888358833,很久没见过这么难绷的视频了😨,3.0,1706592911.0,-118.61033888358833
【嘉然】Ring！Ring！Ring！今天我是小狐狸yo~,"哇，这是虚拟偶像吗？画质这么好，动作也很流畅，一些细节真的很戳人，如果是全动捕的话那太厉害了，关注了。
而且评论区的粉丝都好热情啊，说话都很有才，不知不觉刷了十分钟了，可以给我也点个赞吗[微笑]",294.0,1625229491.0,-641.2445388835883,7.2号被群里引来的 疯狂刷视频+看直播 这几天真的很开心 捏麻麻的 为什么不早点把我引来[大哭][大哭][大哭][大哭],68.0,1625439326.0,-865.1461888835884
露西亚粉丝群组里Gachi恋粉丝发狂哭吼的实态,gachi真的入脑中毒太深了[doge] 落ち着け無いよ!,15.0,1706453686.0,-108.00258888358833,这要不是演的，只能说精神上确实有点问题了,3.0,1706512512.0,-119.41432888358833
深情朗诵《嘉然小姐的狗》,"嘉然
绳   绳    绳   绳
绳      绳     绳      绳
绳        绳      绳          绳
狗           狗         狗            狗",15846.0,1613848986.0,14796.950411116411,"求求你们别再不关注然然了，行吗?
我给vtb当舔狗三年了 ，一百块钱一个月的梯子，我交了三年，阿夸看到没了了，赤井心看到毕业了。 
现在好不容易有A-soul肯免费让我当舔狗，你们非说她的粉丝魔怔 ，嘉然魔怔不魔怔我们能不知道吗！
嘉然小姐免费直播让我舔她，她根本没赚钱。谁身边还没个当vtb舔狗的，你就能保证你这一辈子不当vtb舔狗吗！啊？
你们不关注她了，她不火了毕业了，嘉心糖都当不了舔狗了，我不想没vtb舔，我就是想当vtb舔狗！我有什么错?想当vtb舔狗有什么错！",29.0,1627557119.0,-882.9682588835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,为什么发病视频播放量高，不都是bu刷的吗？看完了还要说一句你们怎么都这样，还不是bu自己喜欢看,553.0,1632107273.0,-313.46671888358844,真羡慕你们为自己热爱的东西所付出自己的爱..,83.0,1632156754.0,-782.9719088835884
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,重铸B站弹幕荣光 a手义不容辞,2132.0,1632127464.0,1265.7351911164117,"机器人🤖🤖🤖提醒您📣📣📣
时间已接近12点📣📣📣
请赶快准备休息保养充电⚡⚡⚡",118.0,1632152517.0,-748.0142788835884
《废物虚拟主播的五大特征》,慕名而来,2.0,1710434437.0,-81.19507888358832,@吉祥籽 看乐子,3.0,1669368310.0,-490.85634888358834
嘉然我真的好喜欢你啊😭😭😭,2024年还有人在看吗？这视频我就不点赞不投币不收藏了，如果这条评论有一个回复我就回来看一遍[永雏塔菲_令人兴奋][東雪蓮_期待][猫雷Nyaru_可爱],380.0,1709254598.0,285.0065311164117,BV1fL411H7gq,40.0,1626857367.0,-878.9657788835884
【翻唱】《猫中毒》完整版PV/嘉然,为了在评论区科普，我坐过站了，嘉人们怎么说[笑哭],8659.0,1617354804.0,7645.0085911164115,"我的左脑😇:来点正常评论吧，这次可是给路人引流的好机会，让大伙看看嘉心糖的友好好客
我的右脑👿:猫中毒我的猫中毒😭😭😭，发病了我发病了😭😭，然然我真的好喜欢你啊，为了你我要电晚晚
打出的评论：各位路人小伙伴欢迎关注然然[给心心]路人哥哥你把我带走吧没了你我怎么活啊😭😭😭😭😭😭",996.0,1617339923.0,-18.14021888358843
【A-SOUL/贝&珈&嘉】太潮啦！师徒三人演绎《隔岸 (DJ)》,"传送门:
【珈乐Carol】https://b23.tv/ukLhMe
BV1db4y117Q1

【贝拉kira】https://b23.tv/zzDxPN
BV1oo4y1X7Ca

【嘉然今天吃什么】https://b23.tv/ZGDHeV
BV1FX4y1g7u8",18843.0,1632190895.0,17977.369501116413,路人们这是动捕，背后是真人，非mmd；她们第一次摇土嗨没想到上热门了，其实主打的还是韩舞宅舞国风，会的舞种很多，点个关注不吃亏[嘉然_一米八][嘉然_一米八][嘉然_一米八],2053.0,1632119940.0,1186.6599511164118
【海子姐】ybb小火车,我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！我求求你出个没电棍的纯享版吧！,239.0,1625920986.0,-689.3295888835884,睡前小溜,50.0,1627316441.0,-864.3750388835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,"[辣眼睛]我真是路人，接下来的语言会冒犯到各位，先跪地道歉一波。[跪了]
恕我直言，这玩意儿怎么看着像传销似的。",1584.0,1632121456.0,717.6751111164116,然然还没百万你先百万了是吧,153.0,1632155187.0,-712.9875788835884
恭喜嘉然100万粉丝！嘉心糖翻唱《猫中毒》,哥，下把我帮你起狙封烟爆闪，枪线我帮你拉，今天悍匪队的荣光就靠你来重铸了,712.0,1632063469.0,-154.90475888358833,牛啊,125.0,1632202238.0,-740.5170688835884
应约100w人气露脸！,"塔菲太好看看了！好看的我夺jojo！（字面意思）
[神乐七奈_好耶][神乐七奈_好耶][神乐七奈_好耶]",10879.0,1629787004.0,9989.330591116412,直播间来的，谁是永雏塔菲,8.0,1665896088.0,-520.5785688835883
嘉然我真的好喜欢你啊😭😭😭,你现在还喜欢吗,260.0,1711415887.0,186.61942111641167,这是什么逆天套皮二次元啊，真恶心，从首页开始就一直给我推送，底下的评论也看不懂，粉丝病毒一样强行安利一个个和流氓一样，我长这么大从来没见过这么恶心的粉丝和偶像，天天给我推送这些首页的逆天视频都屏蔽不掉，搞得我每天都得强忍着恶心一个个点屏蔽,41.0,1626649999.0,-880.0394588835884
